Country Name,Country Code,Series Name,Series Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.617,78.125,76.547,78.005,77.749,77.962,78.211,78.898,78.935,79.155,79.277,78.906,79.618,80.125,80.344,80.694,81.166,81.317,80.995,81.12,81.726,81.339,81.516,81.884,81.433,81.366,81.331,81.375,81.39,81.264
Channel Islands,CHI,"Labor force, total",SL.TLF.TOTL.IN,68325,68460,68300,68298,68654,69191,69671,70298,71121,71477,72648,73972,74988,75554,76062,76300,76581,77834,79109,79610,79373,79729,80236,80804,81596,82427,83079,83802,84527,84092
Channel Islands,CHI,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,94.78162384,94.560057,95.27372742,95.51807404,95.76038361,95.617315,96.23616791,97.241124,96.69554901,97.938687,97.13436127,97.26668549,98.782325,97.53372955,97.6824646,99.368108,98.03926849,98.24531555,99.593662,99.52589417,99.588193,100,99.6,100,99.714844,100,99.7,100,100,100
Chile,CHL,GNI (current US$),NY.GNP.MKTP.CD,35885784659,44029665395,47581307930,54447096596,70656414163,76078081794,83129353755,80154532643,73432338909,75600289537,69224681511,67561450747,72616133045,91774912438,1.12637E+11,1.37407E+11,1.5556E+11,1.6574E+11,1.60012E+11,2.02996E+11,2.29491E+11,2.52401E+11,2.65044E+11,2.48044E+11,2.36499E+11,2.42408E+11,2.65419E+11,2.83731E+11,2.68162E+11,2.38403E+11
Chile,CHL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,31.06057,30.73567,30.54045,30.41705,30.06355,29.92429,29.60064,30.81111,30.79612,30.57753,31.39175,31.52916,31.7615,31.84089,29.84369,28.92328,27.87152,27.24578,26.903,26.49047,26.37723,25.07677,25.42318,25.87232,25.64893,26.47399,27.43214,27.11391,27.21463,27.22851
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.574,74.135,74.195,74.614,74.609,74.899,75.596,75.669,76.018,76.87,76.773,77.445,77.387,77.616,78.016,78.261,77.826,78.484,78.741,78.501,79.11,79.023,79.339,79.473,79.746,80.079,80.35,80.133,80.326,79.377
Chile,CHL,"Labor force, total",SL.TLF.TOTL.IN,5071896,5272826,5429573,5571433,5759220,5926506,6031946,6153951,6252432,6281817,6292422,6348066,6524560,6686711,6849194,7114930,7297902,7574753,7672069,7836109,8131735,8209415,8324494,8468946,8566113,8661001,8872208,9059235,9214285,8698434
Chile,CHL,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,4.1357E+12,4.8267E+12,5.15664E+12,6.57849E+12,8.34215E+12,8.40635E+12,9.30236E+12,9.48959E+12,1.08882E+13,1.27168E+13,1.44616E+13,1.56218E+13,1.85463E+13,2.39669E+13,2.75074E+13,3.57845E+13,4.06888E+13,3.86381E+13,3.56824E+13,4.19892E+13,4.57966E+13,4.39903E+13,4.4059E+13,4.88297E+13,4.63037E+13,4.71244E+13,5.08024E+13,5.4044E+13,5.45038E+13,6.30548E+13
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,96.74505615,96.98531342,97.21701813,97.44718933,97.68283081,97.93093872,98.19830322,98.4865036,98.79193878,99.11075592,99.7,99.88720703,99.94743347,99.99295044,100,100,100,100,100,100,100
China,CHN,GNI (current US$),NY.GNP.MKTP.CD,4.14215E+11,4.93385E+11,6.17828E+11,5.63286E+11,7.22711E+11,8.51312E+11,9.50598E+11,1.01242E+12,1.07954E+12,1.19667E+12,1.32023E+12,1.45561E+12,1.65006E+12,1.95022E+12,2.26985E+12,2.74698E+12,3.55837E+12,4.6229E+12,5.09316E+12,6.06112E+12,7.48117E+12,8.51237E+12,9.49264E+12,1.04889E+13,1.10088E+13,1.11776E+13,1.22944E+13,1.38339E+13,1.424E+13,1.45701E+13
China,CHN,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,69.42076,69.53224,69.41816,69.13238,68.7402,68.29253,67.81815,67.37505,66.95456,66.49091,65.94341,65.30339,64.55009,63.72434,62.73627,61.56037,60.11435,58.78839,57.50389,56.07903,54.71896,53.53625,52.40348,51.3267,50.31738,49.33584,48.33278,46.99999,46.03557,45.58469
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.169,68.734,69.216,69.52,70.008,70.266,70.672,71.172,71.419,71.881,72.606,72.985,73.371,73.748,74.111,74.504,74.762,74.872,75.343,75.599,75.903,76.192,76.452,76.717,76.977,77.218,77.248,77.744,77.968,78.077
China,CHN,"Labor force, total",SL.TLF.TOTL.IN,647240828,655427871,663270310,671847538,681135001,691090313,702212322,712827235,722366758,731993935,739359562,747567965,755273046,762251057,769371812,774287037,776045127,776378230,775599063,774058132,778323480,778937997,779042510,780062420,780709584,780524312,778674707,776278514,775321104,751446327
China,CHN,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2.95676E+11,3.68637E+11,4.28003E+11,9.0158E+11,1.10121E+12,1.28714E+12,1.5539E+12,1.56266E+12,1.64487E+12,2.09522E+12,2.25187E+12,2.75626E+12,3.70775E+12,5.02697E+12,6.33697E+12,7.90747E+12,9.57067E+12,1.04082E+13,8.62576E+12,1.12036E+13,1.29637E+13,1.37298E+13,1.45865E+13,1.51302E+13,1.47099E+13,1.46177E+13,1.63847E+13,1.75694E+13,1.81617E+13,1.88383E+13
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,91.83665466,92.13265991,92.42799377,92.72196198,91.2,93.30310059,93.58891296,93.87064362,94.1475296,95.2,98.47,94.88104248,95.07718658,95.27880096,96.8,95.72622681,95.98040771,96.806763,96.057229,96.788995,96.6936,97.032176,97.779418,97.790938,98.186898,98.4,98.5,98.5,99.44425964,99.72175598
Colombia,COL,GNI (current US$),NY.GNP.MKTP.CD,47529164020,56138199532,64517805743,80215001039,90899889367,95090835218,1.04331E+11,96790111934,84924075932,97718648093,95777135426,95314904268,91412427227,1.13028E+11,1.4188E+11,1.57493E+11,1.99874E+11,2.34129E+11,2.25561E+11,2.76539E+11,3.20762E+11,3.56515E+11,3.68881E+11,3.70408E+11,2.89667E+11,2.79593E+11,3.06528E+11,3.25925E+11,3.15982E+11,2.67316E+11
Colombia,COL,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,49.19731,49.15431,49.05125,48.91352,48.77607,48.76201,48.66888,48.79316,49.30409,49.44434,49.49847,49.61477,49.66803,50.38049,48.94379,48.33472,45.72538,50.61758,52.57228,53.4258,53.57505,53.20792,52.36416,51.53576,51.07928,51.15214,51.11336,51.40633,49.58216,50.82073
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.813,69.038,69.342,69.613,69.933,70.189,70.492,70.738,70.926,71.32,71.502,71.939,72.361,72.695,73.081,73.468,73.837,74.295,74.742,75.033,75.32,75.597,75.827,76.043,76.257,76.471,76.646,76.748,76.752,74.769
Colombia,COL,"Labor force, total",SL.TLF.TOTL.IN,14199207,14593106,15034015,15502542,15968713,16364652,16806011,17180007,17419739,17858301,18268713,18646802,19258302,19248116,19445700,19455601,19444239,19971706,21259578,22128149,22789274,23525349,23805205,24245416,24759081,25039982,25528733,26010171,26304740,24932942
Colombia,COL,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,5.94424E+12,6.56295E+12,7.93719E+12,1.01288E+13,1.22722E+13,1.53076E+13,1.80633E+13,2.10828E+13,2.7807E+13,3.3188E+13,3.4752E+13,3.6346E+13,4.5142E+13,5.1614E+13,5.7355E+13,6.7653E+13,7.0417E+13,8.6302E+13,8.2381E+13,8.8904E+13,1.19326E+14,1.25378E+14,1.29154E+14,1.26907E+14,1.25936E+14,1.27124E+14,1.39408E+14,1.57056E+14,1.68212E+14,1.35016E+14
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,28.9,32.76241302,35.0945282,37.42180252,39.79259109,42.02872849,44.8,46.48236847,48.71388626,50.95787811,53.22112656,55.50521088,57.80652237,60.12121964,69.65785217,69.3272171,69.3,69.43709564,71.76191711,74.08176422,76.39746094,78.70983124,81.01972198,83.32794952,85.63534546
Comoros,COM,GNI (current US$),NY.GNP.MKTP.CD,423598320.4,461257334.5,454703765.2,319640674.5,399479541.9,396421284.4,364678585.3,369738383.3,382656388.6,351478573.9,379225537.2,425207810.9,545532577.7,631540708.3,652172846,696992620.2,797225240.5,913871833.2,904095427.7,907127367.5,1022301422,1014150824,1116441468,1154095452,971041228.2,1018354713,1082473390,1195077464,1200664051,1229785123
Comoros,COM,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,68.79478,68.62982,68.6715,69.12222,69.27888,69.66401,69.80064,70.09932,70.39139,70.0107,70.08094,70.12844,70.13777,70.07259,68.8202,67.62648,66.30931,65.17471,64.02792,62.91706,61.77793,60.76668,59.54766,58.56828,58.75835,58.80013,58.86646,58.89856,59.03748,59.49736
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.194,56.733,57.276,57.694,58.015,58.344,58.39,58.407,58.781,58.757,59.163,59.056,59.258,59.48,59.604,59.875,60.102,60.475,60.831,61.123,61.503,61.834,62.224,62.516,62.896,63.237,63.625,63.912,64.068,64.166
Comoros,COM,"Labor force, total",SL.TLF.TOTL.IN,100430,102831,105057,107305,109672,112210,114882,117667,119936,121592,123296,125021,127457,130933,136156,141521,147019,152664,158474,164449,170591,176900,183361,189967,195023,200182,205077,209548,213852,216650
Comoros,COM,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,10572000000,10698000000,11331000000,11744000000,13181000000,13427000000,14097000000,14470000000,15605000000,16527000000,18372000000,19583000000,21017000000,22146000000,22847000000,24181000000,25636000000,25181000000,29736000000,32478000000,36002000000,34798000000,37413000000,41194000000,43418000000,48045000000,55843000000,63930000000,67082000000,29927000000
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,6.7,7.111347675,7.72608614,8.339284897,8.957951546,6,10.23948574,15.2,11.59917927,12.30102539,13.0124197,13.72952175,15.4,15.16549492,13.5,16.5844593,17.28730202,17.98682594,18.68385887,19.1,20.07378006
"Congo, Dem. Rep.",COD,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,5130667448,4877619759,5398456707,5684838760,5826805858,4281472055,18699788397,7061817563,8430337555,8710928320,9989337556,11457022323,13982218318,16102883773,18458639112,17862576445,20654940436,24543304632,27710051426,29868626862,32869069802,35126777862,36345366909,36945658211,45864379356,48961721321,47449011449
"Congo, Dem. Rep.",COD,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,88.89831,89.19024,89.50786,89.68738,89.77859,89.16248,90.05112,90.23018,90.57512,90.68677,90.36832,90.23563,90.39592,89.91525,89.61392,89.05385,88.22791,87.07806,86.42552,84.90527,83.6578,82.54248,81.76457,80.92519,80.61522,80.67808,80.45686,79.88242,80.14472,81.18659
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,48.948,49.244,49.551,49.884,50.411,49.307,50.402,49.696,49.945,51.781,52.116,52.333,52.827,53.426,53.927,54.534,54.923,55.339,55.836,56.417,57.069,57.248,57.762,58.296,58.49,59.066,59.411,59.942,60.276,59.739
"Congo, Dem. Rep.",COD,"Labor force, total",SL.TLF.TOTL.IN,14886289,15310506,15793369,16701282,17461535,17598922,17661193,17975241,18457645,18972844,19559968,20178951,20775195,21399275,22085661,22533506,22982377,23412171,23828069,24281009,24782462,25253938,26115207,27011671,27914047,28894272,29889916,30828284,31751451,32445875
"Congo, Dem. Rep.",COD,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,..,..,..,15725100,112910000,869000000,1500000000,2976000000,12248915000,1.508E+11,2.675E+11,4.742E+11,8.696E+11,9.35E+11,1.30095E+12,1.46856E+12,3.37928E+12,4.31943E+12,4.0492E+12,8.03175E+12,9.38868E+12,8.30281E+12,1.09524E+13,1.22371E+13,9.73479E+12,8.98783E+12,1.96261E+13,2.5125E+13,2.20688E+13,2.57962E+13
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,29.42008209,30.327034,31.22543907,32.12230682,33.02463913,33.8,34.87350464,35.82840729,36.80053329,37.1,40.00843048,40.81733704,41.6,42.50008774,43.40102386,44.33460999,45.28372574,46.2067337,47.03748322,47.7288208,48.67913055
"Congo, Rep.",COG,GNI (current US$),NY.GNP.MKTP.CD,2278923272,2555424828,2162161008,1514504481,1228291963,1455086432,1661142500,1478608993,1645552974,2280886123,1969428970,2183515261,2583994528,3167358245,5043792809,6838186775,7369856881,10214799509,8961396851,12221536231,14089660179,16736472283,17547363836,17656361655,12500669130,11322050660,13392955694,15597133110,15384927272,11531366744
"Congo, Rep.",COG,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,78.62597,78.6329,78.69016,78.90618,78.94529,78.91285,79.00509,78.96091,79.15459,78.97955,78.8446,78.63636,78.59535,78.49343,78.17673,77.7537,78.11039,78.07323,77.72646,77.23972,76.96026,76.29819,75.90318,75.14698,74.68694,74.74156,74.74448,74.84383,74.67565,76.4713
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.243,54.663,54.146,53.738,53.644,53.491,47.19,50.894,52.757,53.682,54.395,55.088,55.948,56.986,58.126,58.878,59.643,60.426,61.088,61.683,61.992,62.317,62.695,62.95,63.233,63.577,63.76,64.053,62.747,63.785
"Congo, Rep.",COG,"Labor force, total",SL.TLF.TOTL.IN,940585,968173,998271,1028756,1057690,1087375,1107090,1129174,1163094,1221081,1279992,1310937,1351129,1405156,1464221,1527237,1589371,1642565,1713370,1788389,1842541,1885755,1920680,1957890,1997819,2041567,2089890,2141363,2195682,2234418
"Congo, Rep.",COG,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,3.20045E+11,3.15933E+11,3.25599E+11,5.74848E+11,6.8341E+11,8.89751E+11,1.02486E+12,8.77269E+11,1.0477E+12,1.84081E+12,1.58579E+12,1.71584E+12,1.64195E+12,1.97765E+12,2.62988E+12,3.2668E+12,2.87892E+12,3.8139E+12,2.94854E+12,4.45827E+12,5.43076E+12,5.24668E+12,4.69517E+12,4.70116E+12,3.00365E+12,2.72519E+12,3.29589E+12,5.10507E+12,4.60216E+12,2.68795E+12
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,96.94,98.24978,98.509188,98.695902,98.954779,99.053051,99.147523,99.217998,99.263937,99.409804,98.995734,99.232348,99.503298,99.563517,99.359291,99.409804,99.5,99.6,99.7,99.71,99.9
Costa Rica,CRI,GNI (current US$),NY.GNP.MKTP.CD,7012202696,8366581365,9377109120,10394715751,11429222092,11578167152,12497934828,13419122090,13735866281,14324629659,15242174337,15815820687,16474760507,17822594846,19287642477,22054540325,26197700345,30212744882,29744714313,36472614804,41344613700,45775655431,49121668841,49902408952,54061920821,56395019610,57355044657,59076164992,60587670521,58761610760
Costa Rica,CRI,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,30.35422,28.07566,28.10228,28.13678,28.61758,28.78062,30.0847,29.06004,29.03746,29.23901,31.16938,31.70003,30.53045,31.23317,28.58899,29.30588,26.95642,27.13034,27.31805,24.80964,22.16472,22.74268,25.50141,24.40061,24.31304,23.44055,24.31157,25.12898,26.64136,26.60932
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.591,76.627,76.703,76.67,76.552,76.804,77.07,76.896,77.138,77.586,77.545,77.983,78.072,78.331,78.505,78.514,78.462,78.445,78.672,78.67,79.348,79.283,79.403,78.774,79.086,79.459,79.377,79.484,79.427,79.277
Costa Rica,CRI,"Labor force, total",SL.TLF.TOTL.IN,1182040,1199255,1255519,1305626,1370420,1363273,1460486,1546631,1594177,1619332,1727162,1762911,1819682,1828417,1943857,1977908,2050044,2078889,2099430,2060686,2149242,2321866,2337155,2395003,2380187,2223154,2335223,2459739,2573190,2456537
Costa Rica,CRI,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2.94321E+11,4.06417E+11,4.90976E+11,5.91065E+11,7.93035E+11,9.70581E+11,1.22088E+12,1.54725E+12,1.7331E+12,1.98641E+12,2.12835E+12,2.3399E+12,2.80048E+12,3.43998E+12,4.16261E+12,5.0302E+12,5.63647E+12,6.29013E+12,6.10434E+12,6.50088E+12,7.02169E+12,7.5181E+12,7.78954E+12,8.78203E+12,9.05027E+12,1.00208E+13,1.12519E+13,1.21508E+13,1.2986E+13,1.16444E+13
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,36.5,43.63125229,44.64821243,45.66176987,46.67124557,48.2,48.73202515,49.66637802,51.4,51.5164566,52.4461937,58.9,60.17105263,55.33217621,60.3,57.34462357,58.36708832,55.8,55.8,61.45337296,61.9,62.6,64.3,65.6,67.14865875,68.56665039,69.87832642
Cote d'Ivoire,CIV,GNI (current US$),NY.GNP.MKTP.CD,9121517092,9807255416,9679055035,7539428561,10012664589,11223282685,11002799366,12020813066,11742586598,9739259800,9920429934,10857690475,13047012641,14789614199,16439390789,17106470549,19561214763,23421489609,23436744007,23995591347,24425274903,25926659705,29861782830,47933652037,44807751759,47331529977,50973205807,56893409545,58216043448,61136360883
Cote d'Ivoire,CIV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,79.77632,79.90986,80.08742,80.287,80.28816,80.15144,80.04439,79.80095,79.60625,79.61829,79.55948,79.63501,79.75188,79.70683,79.57756,79.40938,79.18929,78.89474,78.54631,78.18182,78.52013,77.81918,76.57185,76.0885,75.51939,74.97807,73.39828,72.54918,71.72291,73.4135
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.323,52.138,51.925,51.737,51.61,51.52,51.449,51.108,50.957,50.842,50.81,50.886,50.954,51.363,51.824,52.355,52.97,53.653,54.394,55.023,55.52,56.158,56.748,57.208,57.762,58.06,58.48,58.849,59.319,59.032
Cote d'Ivoire,CIV,"Labor force, total",SL.TLF.TOTL.IN,4311020,4500438,4697202,4898928,5104513,5318976,5532489,5730465,5891255,6020615,6137014,6264404,6414848,6577439,6748108,6923835,7104515,7289697,7478860,7674193,7842038,7988446,8151021,8360975,8617882,8883562,9157647,9441715,9735200,9943686
Cote d'Ivoire,CIV,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,8.8836E+11,9.42E+11,9.20885E+11,1.87063E+12,2.29288E+12,2.59348E+12,2.96653E+12,3.14651E+12,3.33897E+12,3.27186E+12,3.38208E+12,3.92785E+12,3.542E+12,3.73692E+12,4.04024E+12,4.33752E+12,4.19725E+12,4.71374E+12,5.64364E+12,5.79083E+12,6.10081E+12,6.48378E+12,6.15846E+12,6.7905E+12,7.409E+12,7.155E+12,7.775E+12,7.377E+12,8.08012E+12,7.616E+12
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,99.99974823,99.99468994,99.97372437,99.93330383,99.87893677,99.84591675,99.8337326,100,100,100,100,100,100,100,100,100,100,100,100,100
Croatia,HRV,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,22778297036,24147533302,24172615104,25885224259,23269753858,21725383085,22581476857,26299001959,34089645139,41130568825,43931465753,48295986739,57926566622,66223647636,59744545776,56781546457,60695666992,55436405541,58360954387,58479135340,51132634694,51607547396,55936595910,61227029664,61521720944,59195249102
Croatia,HRV,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,26.63188,27.64946,28.59428,29.01919,29.14443,28.55969,25.92329,24.65748,24.84109,23.8635,24.25315,24.10792,24.43619,24.11955,24.89437,22.98,20.78133,20.87478,20.85619,21.83712,21.78279,19.74771,18.07759,15.61566,15.66997,13.9079,12.36967,12.07475,12.34844,12.41665
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,77.72439024
Croatia,HRV,"Labor force, total",SL.TLF.TOTL.IN,2154766,2090043,2091528,2105851,2079374,2035625,2009275,1991953,1967715,1932906,1845629,1833312,1808041,1844858,1796375,1785298,1924507,1933843,1934048,1912849,1883510,1865281,1844972,1896011,1896675,1835203,1824724,1794304,1781597,1772376
Croatia,HRV,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,..,..,..,..,4291554409,5247899528,6100347207,6333200776,6723317660,8409334419,9564132349,10156264826,11075325948,12296849462,13170943567,14826649836,16208458191,16748093625,14341890338,15794057804,17191398009,17336008412,17785504489,19031693322,20882708996,22175333699,24327284488,25643293851,27721764063,20946898562
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,97,96.21025085,95.5,96.47699738,96.61506653,96.76560974,96.93540955,97.12604523,97.33390808,97.55515289,97.78595734,98.02246094,98.26083374,98.49723816,98.72861481,98.95500946,99.17726135,99.39618683,99.61262512,99.8,99.93264008
Cuba,CUB,GNI (current US$),NY.GNP.MKTP.CD,23862628224,21760981486,22010768378,27876975405,29759817694,24524568700,24882408100,25287731200,27849715200,29943500000,31178800000,32979826200,35340723500,37552770500,42010636100,48263703704,53374259259,55325092593,55960185185,58237037037,67926000000,72146000000,76226000000,79602100000,86014000000,90086000000,95497000000,98575000000,1.01874E+11,..
Cuba,CUB,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,6.876821,7.097801,7.459764,7.568962,7.695957,7.39525,8.421056,9.594655,11.06231,11.59154,12.80453,12.8527,13.89896,14.19595,13.8846,12.60253,11.9091,12.16807,11.65719,11.82465,18.53257,20.50711,21.63128,23.08545,24.16249,25.60213,26.89953,27.22146,27.73702,27.37885
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.093,74.162,74.261,74.411,74.623,74.903,75.222,75.564,75.893,76.183,76.421,76.612,76.773,76.912,77.047,77.179,77.307,77.429,77.548,77.661,77.76,77.833,77.87,77.853,77.772,77.643,77.529,77.496,77.611,77.567
Cuba,CUB,"Labor force, total",SL.TLF.TOTL.IN,4372374,4363499,4331548,4355052,4379516,4421191,4448587,4472895,4523200,4574917,4617677,4654474,4702617,4760536,4838868,4917576,4973753,5012770,5148033,5108192,5177768,5206907,5236610,5259288,5294366,5310520,5328848,5345408,5347554,4938351
Cuba,CUB,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,3907421400,2765042900,2183875100,2787193000,3194339500,3831000000,3785600000,3668100000,4123500000,4318900000,4193000000,3872000000,4649900000,6120800000,8962900000,9870000000,11917900000,12506400000,10839000000,14519000000,17319000000,18659000000,18593000000,17812000000,14941000000,13690000000,14093000000,14530000000,12632000000,8769000000
Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,99.9613266,99.9201355,99.8680954,99.80990601,99.75718689,99.71694183,99.69594574,99.69579315,99.71286774,99.74332428,100,100,100,100,100,100,100,100,100,100,100
Curacao,CUW,GNI (current US$),NY.GNP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2894784975,2951663072,2951110506,2993652805,3014589268,2967651082,2998237717,3028320127,3038652557,2551929885
Curacao,CUW,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.34970732,72.41807317,72.49807317,72.59007317,72.60134146,72.69282927,72.75336585,72.85831707,72.93756098,73.03395122,73.1107561,73.21153659,73.3535122,73.42892683,73.56570732,74.7097561,75.36341463,75.3097561,76.15609756,..,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,..,..,..
Curacao,CUW,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2497000000,2788600000,2825400000,3523300000,3116600000,2934100000,3828000000,4357300000,4034500000,4158300000,3750200000,3410700000,3237800000,3448800000,..,..
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cyprus,CYP,GNI (current US$),NY.GNP.MKTP.CD,5737621591,6866387744,6551304005,7373203929,9431244502,9527828105,9024625998,10557893665,9895297735,9128568332,9655802368,10831199038,13954369196,16345890000,17475010571,18960303601,22433135779,27388166105,25873166157,25431296723,28366739791,24872764789,23645299457,22592071771,19774901919,20211956552,22248590724,24660886684,24543817364,23469189246
Cyprus,CYP,"Self-employed, total (% of total employment) (modeled ILO estimate)",SL.EMP.SELF.ZS,25.78707,25.61053,25.52345,25.38314,25.1218,25.05705,24.96144,24.79533,24.53393,24.24253,23.66169,23.03601,23.68233,23.68616,23.22275,21.48917,20.34398,19.94603,19.77714,18.55208,17.94564,16.60301,17.55824,17.88816,14.9287,14.28177,13.188,13.27897,13.65303,13.78229
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.716,74.177,74.65,74.72,75.133,75.522,75.841,76.182,76.295,76.568,76.989,77.487,77.788,77.944,78.101,78.371,78.81,78.981,79.401,79.665,79.999,80.109,80.402,80.771,80.966,81.056,81.328,81.382,81.397,81.391
Cyprus,CYP,"Labor force, total",SL.TLF.TOTL.IN,359709,363014,370304,378757,388178,398430,409359,420762,432477,444376,466012,478168,499598,510737,524879,541304,562541,574967,584396,602913,608583,612980,618239,628856,620365,615687,625144,638543,649712,651740
Cyprus,CYP,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,2151812500,2622019800,2657217000,2974675100,5126296000,5602218000,5793212000,6223840000,6512989000,7412550000,7787332000,7411902000,7419714000,7882902000,8254855000,8549726000,9326474000,9520300000,9099100000,9795666000,10614953000,10776726000,11058117000,11530204000,12564012000,13401708000,14997993000,16249234000,17728221000,17819989000
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,99.99708557,99.98292542,99.95427704,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Czechia,CZE,GNI (current US$),NY.GNP.MKTP.CD,..,34590101839,40901722601,47891929790,59678259231,66384038430,61246143363,65822119376,63964019995,60625668796,65898379680,79239888083,96725406785,1.14139E+11,1.30807E+11,1.46539E+11,1.77936E+11,2.22389E+11,1.93114E+11,1.93418E+11,2.11036E+11,1.95428E+11,1.9824E+11,1.94987E+11,1.75137E+11,1.83031E+11,2.06251E+11,2.35331E+11,2.37284E+11,2.3371E+11
